DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,,,,LOCATION,Cross Street,LAT,LON
200410047,06/22/2020 12:00:00 AM,02/01/2020 0:00,1,4,Hollenbeck,429,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5400    SHELLEY                      ST,,34.0912,-118.1624
200312493,06/10/2020 0:00,05/25/2020 12:00:00 AM,1500,3,Southwest,374,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,3800    3RD                          AV,,34.0183,-118.3204
200513373,08/25/2020 12:00:00 AM,08/11/2020 0:00,246,5,Harbor,564,1,310,BURGLARY,0344 0321,0,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,200 W  6TH                          ST,,33.7387,-118.2814
201220752,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1230,12,77th Street,1259,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1820 0913 0329 1202,62,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,700 E  73RD                         ST,,33.9739,-118.263
200318436,10/05/2020 0:00,10/05/2020 0:00,2250,3,Southwest,361,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0913 0361 0603,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,4800    COLISEUM                     ST,,34.0183,-118.3504
200618244,11/20/2020 12:00:00 AM,11/19/2020 12:00:00 AM,2030,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 N  LA BREA                      AV,,34.1007,-118.3494
200214497,09/01/2020 0:00,06/13/2020 12:00:00 AM,1340,2,Rampart,248,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0913 1817 0104 0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,668,,,,1300 W  6TH                          ST,,34.0579,-118.2649
200805831,02/10/2020 0:00,01/30/2020 12:00:00 AM,5,8,West LA,831,2,354,THEFT OF IDENTITY,0100 0930 1822,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500 S  BURLINGAME                   AV,,34.0494,-118.4866
200616504,10/10/2020 0:00,10/09/2020 0:00,2345,6,Hollywood,647,1,210,ROBBERY,0344 0334 1100 1315 0430 1407 2004,29,F,B,707,GARAGE/CARPORT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,5800 W  SUNSET                       BL,,34.0998,-118.3211
201309446,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1730,13,Newton,1324,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2004 0329 1402,30,M,H,101,STREET,,,AA,Adult Arrest,410,,,,CENTRAL                      AV,20TH                         ST,34.0233,-118.2516
200717189,12/16/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1500,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 2019,43,F,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,PICO                         BL,COCHRAN,34.0496,-118.3425
200817626,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1600,8,West LA,855,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 S  BENTLEY                      AV,,34.0484,-118.4437
201110326,06/12/2020 0:00,06/11/2020 0:00,2000,11,Northeast,1138,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200    MT ANGELUS                   DR,,34.1148,-118.1869
201106089,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,915,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0555 0400 0416 0419 0913,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6000    CRESTWOOD                    WY,,34.1307,-118.1907
200106948,02/11/2020 0:00,02/11/2020 0:00,1915,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0913,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 E  6TH                          ST,,34.046,-118.2493
200806568,02/27/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1200,8,West LA,852,1,480,BIKE - STOLEN,0344 0346 1822,35,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1500    BARRY                        AV,,34.045,-118.4557
200212443,07/11/2020 0:00,07/05/2020 0:00,900,2,Rampart,218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BELLEVUE                     AV,ECHO PARK                    AV,34.0698,-118.2595
201216960,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1820,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0408 0913 0429,61,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,1700 W  48TH                         ST,,34.0001,-118.3096
200914159,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1420,9,Van Nuys,906,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,23,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7200    KATHERINE                    AV,,34.2012,-118.4432
201104052,01/01/2020 0:00,01/01/2020 0:00,2030,11,Northeast,1105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 1402 1020 1307 0329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,2400    COLORADO                     BL,,34.1442,-118.218
201007391,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1800,10,West Valley,1063,1,310,BURGLARY,1822 1609 0321 1420,0,M,W,220,NAIL SALON,,,IC,Invest Cont,310,,,,19000    VENTURA                      BL,,34.1725,-118.5475
200906435,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1800,9,Van Nuys,914,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,14900    SHERMAN                      WY,,34.2012,-118.4574
201114637,10/14/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2200,11,Northeast,1184,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600    ECHO PARK                    AV,,34.0815,-118.2546
200414361,10/28/2020 12:00:00 AM,10/15/2020 12:00:00 AM,1200,4,Hollenbeck,487,2,354,THEFT OF IDENTITY,100,49,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  FICKETT                      ST,,34.0273,-118.2176
200911049,06/15/2020 12:00:00 AM,06/09/2020 0:00,1025,9,Van Nuys,963,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,35,F,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,KESTER                       AV,MAGNOLIA                     BL,34.1649,-118.4574
200312753,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,720,3,Southwest,353,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309 0342 2021 0104,19,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,3700    CRENSHAW                     BL,,34.0191,-118.3351
200517895,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,2125,5,Harbor,526,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,,,,900 N  FRIES                        AV,,33.7815,-118.265
200321494,12/08/2020 0:00,12/07/2020 0:00,1700,3,Southwest,315,1,330,BURGLARY FROM VEHICLE,1609 0344 1822,67,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,W  24TH                         ST,ARLINGTON                    AV,34.0349,-118.3177
201012706,09/03/2020 0:00,07/27/2020 12:00:00 AM,700,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845,,,,8100 N  BALBOA                       PL,,34.2179,-118.5014
201111473,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1134,11,Northeast,1117,2,661,UNAUTHORIZED COMPUTER ACCESS,1904 1914 1822 1911,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,,,,4600    ELLENWOOD                    DR,,34.1293,-118.219
200310910,05/05/2020 0:00,05/05/2020 0:00,1130,3,Southwest,395,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0913,29,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1800 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3113
200609150,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1900,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,26,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,,,,1500 N  SAINT ANDREWS                PL,,34.0981,-118.3114
200118692,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,410,1,Central,185,1,210,ROBBERY,0344 0334 1311 1302 1822 1218 0302 1309 2024 0916,29,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210,,,,BROADWAY,PICO,34.0377,-118.2607
201212836,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,540,12,77th Street,1268,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1309 0216,25,F,B,301,GAS STATION,,,IC,Invest Cont,420,,,,200 E  MANCHESTER                   AV,,33.964,-118.2739
200917497,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1130,9,Van Nuys,966,2,624,BATTERY - SIMPLE ASSAULT,0446 0416,33,F,W,220,NAIL SALON,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,13300    RIVERSIDE                    DR,,34.1576,-118.4231
201011914,08/10/2020 0:00,08/02/2020 0:00,1005,10,West Valley,1001,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,0,M,W,101,STREET,,,IC,Invest Cont,330,,,,7900    BOTHWELL                     RD,,34.2141,-118.5612
200613614,08/06/2020 0:00,08/06/2020 0:00,2300,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,0416 0444,19,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500    VINE                         ST,,34.098,-118.3266
200307284,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1200,3,Southwest,393,1,121,"RAPE, FORCIBLE",0522 0527 1814 2000 1415 1409 0913,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,4200    DEGNAN                       BL,,34.008,-118.3314
200315866,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1310,3,Southwest,362,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,4800 W  MARTIN LUTHER KING JR        BL,,34.017,-118.3477
200516175,11/04/2020 0:00,11/04/2020 0:00,1300,5,Harbor,509,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,24900    FRAMPTON                     AV,,33.7983,-118.2992
200408306,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1650,4,Hollenbeck,488,2,624,BATTERY - SIMPLE ASSAULT,446,43,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,CONCORD,34.0226,-118.207
200517231,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1900,5,Harbor,506,2,624,BATTERY - SIMPLE ASSAULT,1802 0913 0319 0416 1309,41,M,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,CARSON,HARVARD,33.8315,-118.3065
200205286,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2000,2,Rampart,241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 S  OCCIDENTAL                   BL,,34.0665,-118.2828
201012938,09/10/2020 0:00,09/05/2020 0:00,1800,10,West Valley,1029,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,7000    WOODLEY                      AV,,34.1975,-118.4837
200614026,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,40,6,Hollywood,645,1,310,BURGLARY,1822 0329 0321 1601 0344 0325,0,X,X,210,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,310,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3425
200122014,12/06/2020 0:00,12/06/2020 0:00,1930,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,1822 0421 1218 0447 1202 2033 0910,66,F,W,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,8TH                          ST,HILL                         ST,34.0452,-118.2569
200320495,11/17/2020 12:00:00 AM,11/16/2020 12:00:00 AM,2115,3,Southwest,394,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4300    2ND                          AV,,34.0041,-118.3193
200211325,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1830,2,Rampart,221,1,210,ROBBERY,0910 0344 1822 0432 0345 0305 0355 0346 0400 2048,51,M,B,906,MTA - RED LINE - VERMONT/BEVERLY,113,SIMULATED GUN,IC,Invest Cont,210,,,,300 N  VERMONT                      AV,,34.0777,-118.2961
200406978,03/16/2020 12:00:00 AM,03/14/2020 12:00:00 AM,58,4,Hollenbeck,443,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2300    CHARLOTTE                    ST,,34.0567,-118.2024
200512066,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,750,5,Harbor,585,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2003 0561 0913 0602 1202 1402 0416,60,F,B,501,SINGLE FAMILY DWELLING,311,HAMMER,AA,Adult Arrest,230,,,,600 W  23RD                         ST,,33.7234,-118.2907
200607168,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1915,6,Hollywood,678,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0432 0421 0913,38,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,700 N  ARDMORE                      AV,,34.0836,-118.3016
200306462,02/10/2020 0:00,02/08/2020 0:00,45,3,Southwest,328,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,35,F,W,710,OTHER PREMISE,,,IC,Invest Cont,341,,,,600 W  JEFFERSON                    BL,,34.0268,-118.2808
201215770,07/01/2020 0:00,03/01/2020 0:00,700,12,77th Street,1204,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0552 1258,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,237,,,,1400 W  45TH                         ST,,34.0028,-118.3007
201108617,04/22/2020 12:00:00 AM,04/07/2020 0:00,1420,11,Northeast,1143,2,354,THEFT OF IDENTITY,0930 1822,48,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,354,,,,2900    SAINT GEORGE                 ST,,34.1097,-118.2739
201008496,04/28/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1800,10,West Valley,1021,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 0354 0913 1810,59,M,O,101,STREET,,,AO,Adult Other,420,,,,7000    CORBIN                       AV,,34.1975,-118.5623
200111454,05/07/2020 0:00,01/30/2020 12:00:00 AM,1800,1,Central,174,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,700 S  SPRING                       ST,,34.0445,-118.2523
200321686,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,2125,3,Southwest,341,1,761,BRANDISH WEAPON,2004 1822 1402 0334 0421,53,M,H,301,GAS STATION,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,761,,,,COLISEUM,LA BREA                      BL,34.0183,-118.3556
200308939,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1200,3,Southwest,363,2,900,VIOLATION OF COURT ORDER,1814 2038 2000,21,F,B,231,DAY CARE/CHILDREN*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,900,,,,3900    VIRGINIA                     RD,,34.0145,-118.3408
201007631,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1645,10,West Valley,1033,1,761,BRANDISH WEAPON,0334 1822 0443 0319 0910,24,F,W,124,BUS STOP,208,RAZOR,IC,Invest Cont,761,,,,TAMPA,VICTORY,34.1866,-118.5535
200813946,09/10/2020 0:00,09/08/2020 0:00,1430,8,West LA,886,1,310,BURGLARY,1606 1403 1202 0321 0344 1822,66,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700    MCCONNELL                    DR,,34.0445,-118.4035
200516455,11/10/2020 0:00,11/10/2020 0:00,1130,5,Harbor,507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2038 1300 0913 2000 0329 1814,29,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1500 W  224TH                        ST,,33.8233,-118.3064
200122119,12/08/2020 0:00,12/08/2020 0:00,2007,1,Central,164,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912 0913 1814 2000 0421,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,600 S  MAIN                         ST,,34.0448,-118.2504
200304583,01/10/2020 0:00,01/10/2020 0:00,705,3,Southwest,361,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,3900    URSULA                       AV,,34.0163,-118.3523
200315476,08/09/2020 0:00,08/09/2020 0:00,1515,3,Southwest,392,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0302 1310 1407 0906 0450,21,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,48TH                         ST,CRENSHAW                     BL,34,-118.3307
201207213,02/05/2020 0:00,02/05/2020 0:00,800,12,77th Street,1241,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 0408,48,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6400    11TH                         AV,,33.9817,-118.3294
200809562,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1430,8,West LA,826,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822 1420 0104,0,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,11900    SAN VICENTE                  BL,,34.0571,-118.474
201108104,04/07/2020 0:00,04/06/2020 0:00,1900,11,Northeast,1162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300    GATEWAY                      AV,,34.0941,-118.2835
200116579,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,405,1,Central,151,1,310,BURGLARY,1601 0344 1403 1822 1414 1420,0,X,X,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,500 S  FREMONT                      AV,,34.0526,-118.2582
200321584,12/11/2020 0:00,07/01/2020 0:00,900,3,Southwest,398,2,354,THEFT OF IDENTITY,0100 0917 1822,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 W  41ST                         DR,,34.0087,-118.2866
200815069,10/09/2020 0:00,10/09/2020 0:00,1400,8,West LA,819,1,320,"BURGLARY, ATTEMPTED",1202 1607 1822,68,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,200    WOODRUFF                     AV,,34.0768,-118.4352
201214966,06/19/2020 12:00:00 AM,06/09/2020 0:00,1,12,77th Street,1255,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,63,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,76TH                         ST,VERMONT                      AV,33.9711,-118.2918
201108147,04/08/2020 0:00,04/08/2020 0:00,745,11,Northeast,1135,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0361 1202,63,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,2200    MARICOPA                     DR,,34.1105,-118.2239
200808438,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1930,8,West LA,842,1,330,BURGLARY FROM VEHICLE,1402 0202 0216 1309 1609 0913 1814,25,F,W,707,GARAGE/CARPORT,,,AA,Adult Arrest,330,,,,11700    TEXAS                        AV,,34.0472,-118.459
201004548,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1316,10,West Valley,1043,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1100 0913,18,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,930,,,,18600    HATTERAS                     ST,,34.1774,-118.5387
201109103,05/07/2020 0:00,05/07/2020 0:00,140,11,Northeast,1109,2,888,TRESPASSING,0913 2004,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1400 W  HILL                         DR,,34.1441,-118.1952
200310106,04/19/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1600,3,Southwest,314,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1300,38,M,H,101,STREET,,,IC,Invest Cont,420,,,,2500    4TH                          AV,,34.0344,-118.3212
201008883,05/09/2020 0:00,05/09/2020 0:00,540,10,West Valley,1047,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444 0448 1813,38,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,5700    CHICOPEE                     AV,,34.1748,-118.5123
200913781,08/21/2020 12:00:00 AM,08/20/2020 12:00:00 AM,503,9,Van Nuys,923,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407 0913,0,X,X,101,STREET,107,OTHER FIREARM,AO,Adult Other,753,,,,14600    KITTRIDGE                    ST,,34.1907,-118.4509
200812870,08/11/2020 0:00,08/02/2020 0:00,2300,8,West LA,835,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,22,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1800    OVERLAND                     AV,,34.0462,-118.4361
201113281,09/04/2020 0:00,09/02/2020 0:00,1800,11,Northeast,1171,1,310,BURGLARY,1608 0344,37,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,3600    EFFIE                        ST,,34.0924,-118.2752
200407198,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,430,4,Hollenbeck,466,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1813 1243,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,300 N  EVERGREEN                    AV,,34.0436,-118.2051
200104316,01/05/2020 0:00,01/04/2020 0:00,747,1,Central,162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,700 S  OLIVE                        ST,,34.0467,-118.2556
200815799,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,730,8,West LA,828,2,354,THEFT OF IDENTITY,1822 0100 0930,80,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10700    LINDBROOK                    DR,,34.0614,-118.4381
201211062,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1900,12,77th Street,1258,2,623,BATTERY POLICE (SIMPLE),1212 0417 1822,0,X,X,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,7600 S  BROADWAY,,33.9708,-118.2783
200512280,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1600,5,Harbor,564,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0401 0432 0913 1241 1243 1813 2000,55,F,H,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S  HARBOR                       BL,,33.741,-118.2838
200216646,10/25/2020 12:00:00 AM,10/10/2020 0:00,1200,2,Rampart,269,2,354,THEFT OF IDENTITY,0100 0922 1822,31,M,B,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,700    GARLAND                      AV,,34.0496,-118.2677
201219692,08/31/2020 12:00:00 AM,06/05/2020 0:00,1800,12,77th Street,1268,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,82ND                         ST,MAIN                         ST,33.9651,-118.2739
200413464,10/04/2020 0:00,10/04/2020 0:00,1745,4,Hollenbeck,408,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0400 0913 2000,43,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,4800    HILLSDALE                    DR,,34.0865,-118.1806
200713539,09/04/2020 0:00,08/31/2020 12:00:00 AM,1000,7,Wilshire,784,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0603,64,M,O,101,STREET,,,IC,Invest Cont,440,,,,MANSFIELD,BANGOR,34.0361,-118.3505
200120973,11/13/2020 12:00:00 AM,11/12/2020 0:00,2100,1,Central,152,1,330,BURGLARY FROM VEHICLE,1307 0329 1609 0344 1822,30,M,B,101,STREET,,,IC,Invest Cont,330,,,,GRAND,7TH,34.0476,-118.2564
